event_id,company_ticker,company_name,sector_gics,impact_channel,quarter,mention_text,mention_sentiment,management_action_described,revenue_delta_pct,cogs_delta_pct,operating_income_delta_pct,capex_delta_pct,car_1_5,car_1_30,source,confidence,labeled_by,human_reviewed,notes
japan_korea_trade_dispute_2019,005930.KS,Samsung Electronics Co,45301020,procurement_supply_chain,2019Q3,Japan restricted export of 3 critical semiconductor materials to South Korea (Jul 4 2019): fluorinated polyimide photoresist hydrogen fluoride. Samsung semiconductor operating profit fell 56% YoY to KRW 3.05T (~$2.6B). Samsung invested ~$6B in domestic supply chain diversification by end 2020.,-0.5,Invested ~$6B in domestic materials sourcing. South Korea government pledged KRW 5T (~$4.2B) for materials independence 2019-2022. Restrictions partially eased Mar 2023.,,,-56.0,,0.004,,earnings_call,high,claude_verified,1,56% semiconductor op profit decline also driven by memory downcycle — not purely Japan restrictions. But $6B supply chain diversification spend is clearly geopolitical. Verify against Samsung Q3 2019 earnings.
us_entity_list_huawei_2019,HUAWEI_CBG,Huawei Consumer Business Group,45203015,revenue_market_access,2021Q4,Loss of Google Mobile Services after Entity List placement (May 16 2019) devastated smartphone business. Consumer BG revenue peaked CNY 467.3B (~$67.2B) in 2020 then crashed to CNY 243.4B (~$38.2B) in 2021 (-48%). Global share dropped from ~18% (Q2 2019) to ~4% (Q4 2021). European share collapsed from ~20% to under 3%.,-0.8,Developed HarmonyOS as Android replacement. Smartphones shipped fell from 240M (2019) to ~35M (2022). Lost almost entire European market.,-48.0,,,,,,annual_report,high,claude_verified,1,-48% revenue decline and 240M→35M unit collapse is devastating. Separate from Huawei R&D/compliance label — this is the REVENUE impact specifically on consumer devices. Verify against Huawei annual reports 2019-2022 and Canalys data.
guinea_coup_simandou_2021,RIO.L,Rio Tinto plc,15104020,capital_allocation_investment,2021Q3,Colonel Doumbouya seized power in Guinea Sep 5 2021 threatening Simandou iron ore project (world's largest untapped high-grade deposit). Rio Tinto held 45.05% stake in blocks 3&4. Had spent ~$2.3B on exploration/development. Coup caused ~6-12 month project delay.,-0.4,Engaged with junta government. Junta confirmed mining agreements in Mar 2022. First ore production pushed from 2025 to 2027. Total project cost estimated $15-20B.,,,,,-0.027,,annual_report,medium,claude_verified,1,No specific impairment booked but $2.3B already spent with 2-year delay = significant capital at risk. Prior Simandou write-down was $500M+ (2013) plus $925M bribery settlement (2022). Verify against Rio Tinto 2021 annual report.
drc_mining_code_2018,GLEN.L,Glencore plc,15104020,regulatory_compliance_cost,2019Q4,DRC revised mining code Mar 2018 increasing cobalt royalties from 2% to 10% (strategic substance designation). Cost Glencore estimated $100-150M/yr additional. Placed Mutanda mine on care & maintenance Nov 2019 (world's largest cobalt mine ~25kt/yr). H1 2020 booked $5.9B impairment across African assets.,-0.6,Suspended Mutanda operations (restarted 2022). Absorbed 5x royalty increase on remaining operations. Paid $1.1B global bribery settlement in 2022 ($180M DRC-specific).,,,,,0.042,,annual_report,high,claude_verified,1,10% royalty (from 2%) is extreme — drove Mutanda suspension. $5.9B impairment partly DRC. Also $1.1B DOJ/SFO settlement. Verify against Glencore 2019-2020 annual reports.
boeing_china_737max_grounding,BA,Boeing Co,20101010,revenue_market_access,2022Q4,China grounded 737 MAX Mar 11 2019 (first country). Did not re-certify until Dec 2 2022 — 3.5 years vs ~1.5 years for US/EU. China was ~25% of Boeing commercial backlog (~1000 MAXs on order). Zero deliveries to Chinese carriers Mar 2019-early 2023 (~200 aircraft delayed). List value ~$24B.,-0.7,Lost China delivery slots; Chinese airlines ordered 292 Airbus jets ($37B list) in Jul 2023 as replacement. Boeing China revenue share dropped from ~13% (2018) to negligible (2020-2022).,-25.0,,,,-0.069,,annual_report,high,claude_verified,1,$24B in delayed deliveries and losing China to Airbus is enormous. Grounding extended ~20 months beyond US/EU re-cert — geopolitical tension was a factor. Overall MAX crisis cost Boeing $21B+. Verify against Boeing annual reports 2019-2022.
semiconductor_shortage_2021,TM,Toyota Motor Corp,25102010,procurement_supply_chain,2021Q3,Chip shortage driven by Taiwan drought + COVID + trade tensions. Toyota cut global production ~40% in Sep 2021 (~360K vehicles that month). FY2021 produced 8.57M vs 9.3M target — shortfall of ~730K units. Estimated $1.5-2.0B in lost operating profit.,-0.5,Fared better than peers due to business continuity planning (BCP) system maintaining 2-6 months chip inventory — lesson from 2011 Fukushima. Still lost 730K units production.,,,-10.0,,0.022,,earnings_call,high,claude_verified,1,$1.5-2B lost operating profit and 730K unit shortfall. Multi-factor: Taiwan drought geopolitical + COVID + Texas freeze. Toyota's BCP advantage from Fukushima is an interesting resilience story. Verify against Toyota FY2021 results.
china_covid_lockdowns_2022,AAPL,Apple Inc,45203010,procurement_supply_chain,2023Q1FY,Nov 2022 COVID restrictions and worker unrest at Foxconn Zhengzhou plant (~300K workers largest iPhone factory). Apple warned of significantly reduced iPhone 14 Pro/Pro Max shipments. ~6M fewer iPhones produced in Q4 2022. Q1 FY2023 iPhone revenue $65.8B (down 8% YoY). Tim Cook attributed ~$8B in supply constraints.,-0.6,Diversified production to India (Foxconn/Tata). But China still vast majority of assembly as of late 2022.,-6.0,,,,-0.072,,earnings_call,high,claude_verified,1,~$8B supply constraint impact from Cook. Second Apple label (first is 2025 tariffs). Different event type — COVID lockdown not trade policy. Verify against Apple Q1 FY2023 transcript (Jan 2023).
russia_invasion_2022,ABI.BR,AB InBev SA/NV,30201010,capital_allocation_investment,2022Q4,AB InBev recorded $1.14B impairment on 50% non-controlling stake in AB InBev Efes JV. Russia was #3 market globally by volume. JV operated 11 breweries in Russia. Normalized EBITDA impact ~$300M annually.,-0.6,Forfeited JV stake and exited. Disposal completed in 2023.,,,,,-0.037,,annual_report,high,claude_verified,1,$1.14B from FY2022 annual report (Mar 2 2023). ~$300M annual EBITDA loss ongoing. Verify against AB InBev FY2022 annual report.
russia_invasion_2022,CAT,Caterpillar Inc,20106010,revenue_market_access,2022Q2,Caterpillar suspended Russia operations Mar 2022 and announced full exit mid-2022. Disclosed ~$666M in Russia-related charges including inventory write-downs and restructuring. Russia/CIS was ~$1B annual revenue (~2% of total).,-0.5,Full exit from Russia. Wrote down inventory and restructured. Lost ~$1B annual revenue stream.,-2.0,,,,0.055,,earnings_call,high,claude_verified,1,~$666M charges from Q2 2022 earnings (Aug 2 2022). May be analyst aggregation — verify exact breakdown against Caterpillar 2022 10-K.
india_rbi_data_localization_2018,MA,Mastercard Inc,45104010,regulatory_compliance_cost,2021Q3,RBI mandated Indian payment data stored locally (Apr 2018). Mastercard banned from issuing new cards Jul 2021 for ~11 months. India ~2-3% of global revenue (~$500-600M annually).,-0.4,Eventually complied with data localization. Ban lifted June 2022.,,,,,-0.027,,regulatory_filing,medium,claude_verified,1,$500-600M annual India revenue at risk during 11-month ban.
cfius_broadcom_qualcomm_2018,AVGO,Broadcom Inc,45301020,capital_allocation_investment,2018Q1,Trump executive order Mar 12 2018 blocking $117B hostile takeover of Qualcomm on national security grounds.,-0.3,Broadcom relocated HQ from Singapore to US. Later acquired VMware for $61B without CFIUS block.,,,,,-0.068,,executive_order,high,claude_verified,1,$117B deal value killed. Largest CFIUS block ever.
mexico_amlo_energy_reform_2023,IBE.MC,Iberdrola SA,55105010,capital_allocation_investment,2023Q2,Iberdrola sold 13 power plants (~8.5 GW) to Mexico CFE for ~$6B after years of regulatory pressure under AMLO.,-0.5,Exited Mexico energy market. Sale price reportedly below replacement cost.,,,,,0.024,,press_release,high,claude_verified,1,$6B forced asset sale. Clean nationalization case.
india_fdi_chinese_restriction_2020,BDNCE_IN,ByteDance (India ops),50203010,revenue_market_access,2020Q3,India banned TikTok Jun 29 2020. ByteDance wrote off ~$1B India investment and laid off ~2000 employees. India was TikTok largest market.,-0.7,Wrote off India investment. Over 200 Chinese apps banned 2020-2022.,,,,,,,press_release,high,claude_verified,1,~$1B write-off from Reuters. India was TikTok largest market ~200M users.
indonesia_nickel_export_ban_2020,GMKN,Nornickel PJSC,15104050,revenue_market_access,2023Q4,Indonesia banned raw nickel ore exports Jan 2020. Indonesia share of global nickel rose from ~25% to ~50%. Nornickel EBITDA fell from $4.7B (2021) to $2.8B (2023) -40%.,-0.5,Lost market share to Indonesian producers. Ban paradoxically created global oversupply.,,-20.0,-40.0,,0.041,,annual_report,medium,claude_verified,1,$1.9B EBITDA decline. Ironic: ban created oversupply.
ukraine_grain_crisis_2022,BG,Bunge Global SA,30201010,revenue_market_access,2022Q4,Black Sea grain blockade caused wheat to surge 68%. Bunge FY2022 Agribusiness profit rose to $1.92B from $1.53B (+25%). CEO Heckman cited market volatility creating opportunities.,0.3,Benefited as grain trader from supply dislocations.,,,,,0.072,,earnings_call,high,claude_verified,1,POSITIVE case. Grain traders benefit from volatility.
ukraine_grain_crisis_2022,ADM,Archer-Daniels-Midland Co,30201010,revenue_market_access,2022Q4,ADM FY2022 adjusted EPS $7.85 vs $5.19 (+51%). Ag Services operating profit $4.3B vs $2.7B (+59%).,0.3,Benefited from grain supply dislocations.,,,59.0,,0.08,,earnings_call,high,claude_verified,1,POSITIVE. +59% segment profit from grain crisis.
chile_lithium_nationalization_2023,SQM,SQM SA,15101030,capital_allocation_investment,2023Q2,Boric announced lithium nationalization Apr 20 2023. SQM stock dropped ~17% in 2 days. Forced into Codelco 50%+1 JV.,-0.6,Accepted 50% JV with state-owned Codelco.,,,,,-0.14,-0.17,press_release,high,claude_verified,1,-17% stock. Forced 50% dilution.
china_gallium_germanium_restrictions_2023,DEFENSE_SUPPLY,Global Defense/Semiconductor Supply Chain,20101010,procurement_supply_chain,2023Q3,China restricted gallium/germanium exports Aug 2023. Germanium +75%. Gallium ~2x. DOD allocated ~$439M for critical mineral supply chain.,-0.5,Industry scrambling for alternative sources.,,30.0,,,,,market_data,medium,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. Germanium +75% and gallium ~2x. $439M DOD response.
brexit_financial_relocation_2021,JPM,JPMorgan Chase & Co,40101010,regulatory_compliance_cost,2021Q2,JPMorgan moved ~GBP 200B in assets from London to Frankfurt. ~400 staff relocated to Dublin Paris Frankfurt.,-0.2,Built out EU legal entity structure.,,,,,0.078,,annual_report,medium,claude_verified,1,GBP 200B asset transfer. ~400 staff from Dimon.
argentina_milei_deregulation_2024,YPF,YPF SA,10102010,revenue_market_access,2024Q1,Milei deregulated fuel prices Dec 2023. YPF raised prices ~25% Jan and ~27% Mar 2024. ADR surged +83%. EBITDA +40% YoY.,0.5,Benefited from price deregulation.,40.0,,,,0.609,,earnings_call,high,claude_verified,1,POSITIVE. ADR +83% and EBITDA +40%.
mexico_judicial_reform_2024,PAC,Grupo Aeroportuario del Pacifico,20305010,regulatory_compliance_cost,2024Q3,Mexico judicial reform Sep 2024 requiring elected judges. Peso fell ~8%. PAC stock fell ~20% Jun-Sep 2024.,-0.5,Monitored regulatory environment. Airport concessions depend on independent judiciary.,,,,,-0.143,-0.20,earnings_call,medium,claude_verified,1,Peso -8% and PAC -20%.
japan_earthquake_fukushima_2011,TM,Toyota Motor Corp,25102010,procurement_supply_chain,2012Q1FY,Mar 2011 earthquake disrupted supply chain. Lost ~450K units. Operating income impact JPY 70-110B (~$0.9-1.4B). FY2012 operating income fell 24%.,-0.7,Mandated 2-6 months buffer inventory. Changed JIT model.,,,-24.0,,-0.048,,earnings_call,high,claude_verified,1,BCP reforms enabled 2021 chip shortage resilience.
libya_civil_war_2011,ENI.MI,ENI SpA,10102010,logistics_operations,2011Q2,Libya civil war shut ENI production from ~280 kboe/d to near-zero. But FY2011 profit rose 22.6% from oil price surge.,-0.3,Production recovered as Gaddafi regime fell.,,,,,-0.056,,annual_report,medium,claude_verified,1,MULTI-CAUSAL: severe disruption but positive financial from oil price.
opec_price_war_2014,BHP,BHP Group Ltd,15104020,capital_allocation_investment,2016Q2FY,OPEC Nov 2014 decision crashed oil from >$100 to <$30. BHP took $7.2B pre-tax write-down on US shale. Cumulative ~$12.8B against $20B acquisition.,-0.8,Wrote down US shale assets. Eventually divested entirely.,,,,,-0.075,,annual_report,high,claude_verified,1,$12.8B cumulative write-down on $20B acquisition.
opec_price_war_2014,COP,ConocoPhillips,10102010,capital_allocation_investment,2015Q4,ConocoPhillips took $2.7B impairment Q4 2015. Net losses $4.37B (2015) and $3.56B (2016).,-0.7,Cut capex dramatically. Shifted to lower-cost assets.,,,,,-0.021,,10k_filing,high,claude_verified,1,$4.37B and $3.56B net losses consecutive years.
brexit_referendum_2016,EZJ.L,EasyJet plc,20302010,procurement_supply_chain,2016Q3,Brexit GBP collapse reduced annual profit by >25%. GBP 90M profit hit. Stock fell ~40%.,-0.6,Established easyJet Europe (Austria subsidiary) for EU flying rights.,,20.0,-25.0,,-0.168,-0.40,earnings_call,high,claude_verified,1,GBP 90M and -40% stock from Brexit day.
us_china_trade_war_2018,CAT,Caterpillar Inc,20106010,procurement_supply_chain,2018Q3,Section 301 tariffs. Q3 2018 tariff cost ~$40M. Full-year guidance $100-200M. Announced 1-4% price increases.,-0.4,Raised prices 1-4% globally to pass through tariff costs.,,-5.0,,,0.039,,earnings_call,high,claude_verified,1,$100-200M annual tariff cost. Different from 2025 tariffs.
us_china_trade_war_2018,AAPL,Apple Inc,45203010,revenue_market_access,2019Q1FY,Tim Cook cut Q1 FY2019 guidance from $89-93B to $84B. First revenue warning since iPhone launch. Stock fell ~10%.,-0.7,Acknowledged China weakness from trade tensions.,-8.0,,,,0.018,,investor_letter,high,claude_verified,1,$5-9B guidance cut. Apple ONLY revenue warning in iPhone era.
boeing_737max_global_grounding_2019,BA,Boeing Co,20101010,revenue_market_access,2019Q2,Global 737 MAX grounding. $4.9B after-tax charge Q2 2019. Largest quarterly loss $2.9B. Cumulative $18.6B by Jan 2020.,-0.8,Halted MAX production Jan 2020.,,,-100.0,,-0.003,,earnings_call,high,claude_verified,1,$18.6B cumulative. Second Boeing label.
mozambique_insurgency_2021,TTE.PA,TotalEnergies SE,10102010,capital_allocation_investment,2021Q2,Force majeure on $20B Mozambique LNG Apr 26 2021. $3.5B impairment. CEO: cannot accept people work where security not guaranteed.,-0.8,Withdrew all site personnel. Project suspended indefinitely.,,,,,0.01,,annual_report,high,claude_verified,1,$3.5B impairment. Third TotalEnergies label.
nigeria_oil_theft_shell_exit,SHEL,Shell plc,10102010,revenue_market_access,2024Q1,Shell sold SPDC Nigeria onshore for up to $2.4B. Production ~90Kbpd vs 200K+ capacity due to 70-100Kbpd crude theft ($2-3B/yr).,-0.5,Divested onshore after years of theft. Shifted to deepwater and LNG.,,,,,-0.041,,press_release,high,claude_verified,1,$2.4B sale. 70-100Kbpd stolen — more oil stolen than produced.
south_africa_loadshedding_2023,SBSW,Sibanye-Stillwater Ltd,15104050,procurement_supply_chain,2023Q4,Eskom load-shedding cost Sibanye ZAR 1.5-2B (~$80-110M) in lost production. CEO Froneman: national crisis destroying mining industry.,-0.6,Invested in backup diesel generators. Industry self-generation surged.,,,-20.0,,0.111,,earnings_call,medium,claude_verified,1,ZAR 1.5-2B. Unique: infrastructure failure as geopolitical risk.
niger_coup_uranium_2023,ORANO,Orano SA,10102040,procurement_supply_chain,2024Q2,Niger coup Jul 2023. Junta revoked Orano Imouraren license and ordered Somair closure. ~5% global uranium supply. Uranium surged from $56 to $106/lb.,-0.6,EDF held 2+ year strategic uranium inventory buffering impact.,,90.0,,,,,market_data,medium,claude_verified,1,Uranium +90%. Multi-causal price surge.
myanmar_coup_telenor_2021,TEL.OL,Telenor ASA,50101020,capital_allocation_investment,2021Q2,Myanmar coup Feb 2021. Telenor took NOK 6.5B (~$780M) impairment. Invested ~$2B since 2014. Sold to M1 Group Jul 2022 for just $105M.,-0.8,Sold at ~95% loss. Junta demanded surveillance capabilities.,,,,,0.019,,earnings_call,high,claude_verified,1,$2B invested to $105M sale = 95% capital destruction.
myanmar_coup_kirin_2021,KIRIN,Kirin Holdings Co Ltd,30201010,reputation_stakeholder,2021Q1,Kirin terminated JVs with MEHL (military conglomerate). Impairment ~Y36B (~$330M). Exit dragged 2022-2023.,-0.6,Terminated military-linked JVs. Reputationally impossible to stay.,,,,,0.008,,annual_report,high,claude_verified,1,Y36B impairment. JV partner was the military that staged the coup.
australia_china_wine_tariff_2020,TWE.AX,Treasury Wine Estates Ltd,30201020,revenue_market_access,2021Q2,China imposed 116-218% tariffs on Australian wine Nov 2020. TWE China revenue collapsed from ~A$780M to ~A$30M (-96%). Stock fell ~30%.,-0.8,Redirected Penfolds to US UK domestic. Tariffs lifted Mar 2024.,-96.0,,,,-0.016,,earnings_call,high,claude_verified,1,-96% is most extreme single-market revenue loss in dataset.
australia_china_coal_ban_2020,WHC.AX,Whitehaven Coal Ltd,10102050,revenue_market_access,2020Q4,China unofficial ban on Australian coal ~Oct 2020. 50-80 ships stranded at Chinese ports. Redirected to Japan Korea India.,-0.4,Pivoted to other Asian markets. Financial performance improved 2021-2022 from global coal price surge.,,,,,-0.005,,press_release,medium,claude_verified,1,Impact offset by coal price surge. China resumed imports Jan 2023.
australia_china_lobster_ban_2020,LOBSTER_AU,Australian Rock Lobster Sector,31101010,revenue_market_access,2020Q4,China banned Australian rock lobster Nov 2020. Industry ~A$700M annually with China 94% of market. Prices crashed.,-0.7,Diversified to US Europe domestic at lower margins.,-94.0,,,,,,industry_report,high,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. 94% China dependence = extreme concentration risk.
india_demonetization_2016,HUL.NS,Hindustan Unilever Ltd,30202010,revenue_market_access,2017Q3FY,86% of currency withdrawn Nov 8 2016. HUL volume growth flat (0%) vs 4% prior quarter. CEO Mehta: significant transient impact on rural and wholesale.,-0.5,Rural/wholesale channels disrupted. Recovery by Q1 FY2018.,,,,,-0.042,,earnings_call,high,claude_verified,1,0% volume growth vs 4% prior.
india_demonetization_2016,MSIL.NS,Maruti Suzuki India Ltd,25102010,revenue_market_access,2016Q4,Maruti domestic sales fell ~4.4% YoY Nov 2016. Hero MotoCorp -17%. Mahindra tractors -24%.,-0.5,Offered financing schemes. Recovery by Feb-Mar 2017.,-4.0,,,,-0.12,,market_data,high,claude_verified,1,Tractor -24% shows rural devastation.
india_demonetization_2016,TITAN.NS,Titan Company Ltd,25504030,revenue_market_access,2017Q3FY,Jewelry revenue -5% Q3 FY2017. Footfalls -50-60% first weeks. 60-70% of jewelry was cash-based. Industry lost Rs 50-60K crore.,-0.6,Organized retail (Tanishq) gained permanent share from unorganized jewelers (-60-80%).,-5.0,,,,-0.137,,earnings_call,high,claude_verified,1,Structural shift: organized beat unorganized.
india_demonetization_2016,PAYTM,One97 Communications (Paytm),45102030,revenue_market_access,2017Q3FY,Paytm: 700% traffic surge and 1000% wallet top-up surge in first week. Users 125M to 200M+ by Feb 2017. UPI 0.3M to 4.2M transactions.,0.8,Ran Paytm Karo ads morning after. Became dominant digital payment platform.,,,,,,,press_release,high,claude_verified,1,MASSIVE POSITIVE. Demonetization was Paytm inflection.
india_demonetization_2016,DLF.NS,DLF Ltd,60101010,capital_allocation_investment,2017Q3FY,DLF new bookings declined ~40% Q3 FY2017. Knight Frank: residential sales -40% YoY Q4 2016. Prices corrected 15-25%.,-0.7,Real estate didn't recover until RERA implementation mid-2017.,-40.0,,,,-0.243,,earnings_call,high,claude_verified,1,-40% bookings. Organized developers gained share.
panama_mining_contract_2023,FM.TO,First Quantum Minerals Ltd,15104020,capital_allocation_investment,2023Q4,Panama Supreme Court ruled Cobre Panama contract unconstitutional Nov 28 2023. $8.6B impairment. Stock collapsed ~70%. Mine was 40% of revenue ~$1.3B annual.,-0.9,Mine shut. 7000 workers affected. Exploring international arbitration.,,-40.0,,,-0.131,-0.70,annual_report,high,claude_verified,1,$8.6B largest single-mine write-down in recent history.
china_ev_industrial_policy,VOW3.DE,Volkswagen AG,25102010,revenue_market_access,2023Q4,VW China share fell from ~19% to ~14%. China JV earnings dropped EUR 2.6B from EUR 3.9B (-EUR 1.3B). BYD surpassed VW in China Q4 2023.,-0.5,EUR 2.5B cost-cutting. Potential German plant closures.,-5.0,,-33.0,,0.073,,earnings_call,high,claude_verified,1,EUR 1.3B China JV decline. Chinese industrial policy angle.
iran_israel_conflict_2023,ZIM.TA,ZIM Integrated Shipping,20302010,logistics_operations,2024Q1,Israeli carrier rerouted due to Houthi/Iran-proxy Red Sea attacks. Revenue surged $1.56B Q1 2024 (+20%). War-risk premiums jumped.,0.2,Rerouted vessels. Benefited from rate surge.,20.0,,,,-0.001,,earnings_call,high,claude_verified,1,POSITIVE logistics case. Israeli carrier double exposure.
iran_israel_conflict_2023,ESLT,Elbit Systems Ltd,20101010,revenue_market_access,2023Q4,Israel-Hamas war drove record backlog $20.5B. Q4 2023 revenue $1.66B +12% YoY.,0.3,Accelerated UAV and munitions production.,12.0,,,,0.018,,earnings_call,high,claude_verified,1,POSITIVE. Defense benefits from conflict.
iran_us_defense_spending_2024,RTX,RTX Corporation,20101010,revenue_market_access,2024Q1,US approved $14.3B aid for Israel including ~$4B for missile defense. CEO Calio: international demand for missile defense increased significantly.,0.3,Expanded Iron Dome production capacity.,,,,,-0.001,,earnings_call,high,claude_verified,1,$4B missile defense appropriation. POSITIVE defense case.
iran_israel_conflict_2023,MNDY,Monday.com Ltd,51102010,workforce_talent,2023Q4,~1200 of 1800 employees in Israel called to IDF reserve duty. Despite mobilization RAISED Q4 guidance. Revenue $202.6M +35% YoY.,0.1,Maintained ops via global teams. Demonstrated resilience.,35.0,,,,-0.117,,earnings_call,medium,claude_verified,1,RESILIENCE case. Workforce disruption that didnt cause damage.
strait_of_hormuz_tanker_attacks_2019,SHIPPING_INS,War-Risk Insurance Market,40301020,financial_treasury,2019Q2,Jun 2019 tanker attacks. War-risk premiums surged ~20x: 0.025% to 0.5%+ of hull value. VLCC premiums from ~$25K to ~$500K per transit.,-0.5,Insurers repriced Persian Gulf risk dramatically.,,,,,,,market_data,high,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. 20x premium increase. Affects all Hormuz shipping.
israel_hamas_war_2023,MCD,McDonald's Corp,25301040,reputation_stakeholder,2024Q1,MENA boycotts after Israeli franchisee gave free IDF meals. Q4 2023 meaningful business impact. Bought back 225 Israeli franchise restaurants Apr 2024. Est $100-200M lost revenue.,-0.6,Bought back Israeli franchise to regain narrative control.,-3.0,,,,0.0,,earnings_call,high,claude_verified,1,Boycott from franchisee action not corporate. $100-200M estimate.
israel_hamas_war_2023,SBUX,Starbucks Corp,25301040,reputation_stakeholder,2024Q1FY,Boycotts after union posted pro-Palestinian message. Q1 FY2024 missed expectations. CEO cited misperceptions. Estimated $200-300M annualized.,-0.5,Sued union. Attempted to clarify position.,,-2.0,,,-0.015,,earnings_call,medium,claude_verified,1,$200-300M analyst estimate. Union statement not corporate.
israel_hamas_war_2023,HAPOALIM,Bank Hapoalim,40101010,financial_treasury,2023Q4,Set aside ~1.5-2B shekels (~$400-530M) in credit provisions Q4 2023 for war-affected businesses. Net profit declined ~17% YoY.,-0.5,Loan deferrals for reservists and Otef Aza businesses.,,,,,,,earnings_call,medium,claude_verified,1,$400-530M provisions. Banking system remained well-capitalized.
israel_hamas_war_2023,TOURISM_IL,Israel Tourism Sector,70201010,revenue_market_access,2023Q4,Tourist arrivals fell ~76-80% Q4 2023. Hotels below 20% occupancy. Tourism loss estimated $5-7B. Bank of Israel deployed $30B FX defense. S&P downgrade AA- to A+.,-0.8,El Al captured near-monopoly (+40% stock). Defense spending projected +$24B.,-80.0,,,,,,government_data,high,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. $5-7B tourism loss. Sector-wide label.
israel_hamas_war_2023,STRAUSS,Strauss Group Ltd,30202010,reputation_stakeholder,2023Q4,Boycott in Turkey over Strauss family IDF Golani Brigade support. Lost ~8-10% workforce to reserve duty. Stock fell ~15%.,-0.6,Accelerated divestiture of international operations.,,,,,,,earnings_call,medium,claude_verified,1,Dual impact: workforce + reputation.
china_brandy_retaliation_2024,RI.PA,Pernod Ricard SA,30201020,revenue_market_access,2025Q1FY,China anti-dumping duties on EU brandy (retaliation for EV tariffs). China revenue fell 26% Q1 FY2025. EUR 100M loss by Feb 2025.,-0.6,Minimum price commitments with MOFCOM.,-26.0,,,,-0.061,,earnings_call,high,claude_verified,1,EUR 100M loss. Textbook retaliation: EU EV tariffs then China brandy tariffs.
china_brandy_retaliation_2024,MC.PA,LVMH,25301010,revenue_market_access,2024Q4,Cognac revenue -14.6% to EUR 2.68B. Division profit -36%. Asia ex-Japan -11%.,-0.5,Minimum price commitments with MOFCOM.,-11.0,,-36.0,,-0.013,,earnings_call,high,claude_verified,1,MULTI-CAUSAL: brandy retaliation + China luxury slowdown + FX Japan shift.
china_luxury_slowdown_2024,KER.PA,Kering SA,25301020,revenue_market_access,2024Q4,Gucci revenue -23% to EUR 7.7B. Asia-Pacific -24%. Operating income -46%. Gucci op income -51%. Stock -39.4%.,-0.7,Major restructuring under new creative director.,,-10.0,-51.0,,-0.034,-0.39,earnings_call,high,claude_verified,1,MULTI-CAUSAL: geopolitical + cyclical + China slowdown.
eu_ev_tariffs_china_2024,SAIC,SAIC Motor Corp,25102010,revenue_market_access,2024Q4,EU 45.3% combined tariff. MG BEV sales in Europe fell over 50%. Planning European factory to circumvent.,-0.7,Planning local European factory.,-50.0,,,,,,market_data,high,claude_verified,1,-50% BEV sales. 45.3% effectively prohibitive.
lithuania_china_coercion_2022,LT_EXPORTS,Lithuanian Export Sector,99999999,revenue_market_access,2022Q1,Lithuania allowed Taiwan office Nov 2021. Exports to China fell from EUR 350M to EUR 100M (-71%). ~1200 containers blocked. China banned imports with Lithuanian components.,-0.7,Diversified to Indo-Pacific (+80% exports 2020-2022). EU filed WTO complaint.,-71.0,,,,,,government_data,high,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. EUR 250M export loss. China weaponized supply chain rules.
sudan_civil_war_2023,ZAIN.KW,Zain Group KSC,50101020,revenue_market_access,2023Q2,Sudan civil war (Apr 15 2023). Zain Sudan revenue fell ~85% QoQ. FY2023 Sudan revenue dropped from ~$470M to ~$134M (-71%). Only ~30% of network operational by Q1 2024.,-0.8,CEO Al-Kharafi cited Sudan as material headwind. Took impairment charges. 16M subscribers pre-war.,-71.0,,,,-0.007,,earnings_call,high,claude_verified,1,$336M revenue decline. Only publicly traded company to quantify Sudan impact.
india_pakistan_operation_sindoor_2025,SENSEX,BSE Sensex,99999999,financial_treasury,2025Q2,Operation Sindoor May 7-10 2025. Sensex fell 880pts (-1.1%). ~$42B erased at open. India VIX surged to 22.73. INR -0.9%.,-0.4,Forex reserves robust at $686B. FII inflows remained positive. Markets recovered same day.,,,,,,,market_data,high,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. $42B erased at open but recovered same day. 4-day conflict.
india_pakistan_operation_sindoor_2025,KSE100,KSE-100 Pakistan Market,99999999,financial_treasury,2025Q2,KSE-100 fell 6.2-7.2% single session (May 8) triggering circuit breaker. Cumulative -14.3%. PKR hit 305.5/USD. Reserves fell $540M. IMF $1B emergency bailout.,-0.8,IMF emergency bailout. Stocks rallied ~3% on ceasefire.,,,,,,,market_data,high,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. Pakistan far more severe: -14.3% vs India -1.1%. $540M reserve drain.
